title,company,location,posted_date,apply_url,source,category,application_status,notes,date_applied,scraped_at
Kotlin Engineer,SME Careers,Bangladesh,2026-05-15,https://bd.linkedin.com/jobs/view/kotlin-engineer-at-sme-careers-4415394042,linkedin.com,data scientist,Not Applied,,,2026-05-19
"Assistant, Business Intelligence",Gildan,"Gulshan, Dhaka, Bangladesh",2026-04-22,https://bd.linkedin.com/jobs/view/assistant-business-intelligence-at-gildan-4404989051,linkedin.com,data scientist,Not Applied,,,2026-05-19
Programmer (For Computer Ease Limited) - Job ID : 1481738,Bdjobs.com,"Dhaka, Bangladesh",2026-04-27,https://bd.linkedin.com/jobs/view/programmer-for-computer-ease-limited-job-id-1481738-at-bdjobs-com-4404695069,linkedin.com,data scientist,Not Applied,,,2026-05-19
Shopify Developer,EchoLogyx Ltd,"Dhaka, Bangladesh",2026-04-13,https://bd.linkedin.com/jobs/view/shopify-developer-at-echologyx-ltd-4392431056,linkedin.com,data scientist,Not Applied,,,2026-05-19
Intern Developer (For Itransition Software Bangladesh Ltd) - Job ID : 1487899,Bdjobs.com,Bangladesh,2026-05-16,https://bd.linkedin.com/jobs/view/intern-developer-for-itransition-software-bangladesh-ltd-job-id-1487899-at-bdjobs-com-4412091239,linkedin.com,data scientist,Not Applied,,,2026-05-19
Executive/Sr. Executive - AI & ML Engineer- For A Renowned Garments Group of Industries- Job ID: 1485657,Bdjobs.com,"Dhaka, Bangladesh",2026-05-09,https://bd.linkedin.com/jobs/view/executive-sr-executive-ai-ml-engineer-for-a-renowned-garments-group-of-industries-job-id-1485657-at-bdjobs-com-4411959811,linkedin.com,machine learning engineer,Not Applied,,,2026-05-19
Remote ML Engineer - 60735,Turing,Bangladesh,2026-05-18,https://bd.linkedin.com/jobs/view/remote-ml-engineer-60735-at-turing-4416281491,linkedin.com,machine learning engineer,Not Applied,,,2026-05-19
Data Engineer,TECHNIX TECHNOLOGY,Bangladesh,2025-04-11,https://bd.linkedin.com/jobs/view/data-engineer-at-technix-technology-4208241883,linkedin.com,machine learning engineer,Not Applied,,,2026-05-19
Data Engineer,WPP Production Chennai,"Dhaka, Dhaka, Bangladesh",2026-05-14,https://bd.linkedin.com/jobs/view/data-engineer-at-wpp-production-chennai-4414444224,linkedin.com,machine learning engineer,Not Applied,,,2026-05-19
Data Engineer (dbt + SQL + Warehouse),TECHNIX TECHNOLOGY,Bangladesh,2025-11-07,https://bd.linkedin.com/jobs/view/data-engineer-dbt-%2B-sql-%2B-warehouse-at-technix-technology-4334839005,linkedin.com,machine learning engineer,Not Applied,,,2026-05-19
Data Engineer,WPP Production,"Dhaka, Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/data-engineer-at-wpp-production-4413981771,linkedin.com,machine learning engineer,Not Applied,,,2026-05-19
Senior Data Engineer,TECHNIX TECHNOLOGY,Bangladesh,2025-04-11,https://bd.linkedin.com/jobs/view/senior-data-engineer-at-technix-technology-4208242625,linkedin.com,machine learning engineer,Not Applied,,,2026-05-19
Senior Data Engineer,NEXT Ventures,"Dhaka, Dhaka, Bangladesh",2026-03-30,https://bd.linkedin.com/jobs/view/senior-data-engineer-at-next-ventures-4405316041,linkedin.com,machine learning engineer,Not Applied,,,2026-05-19
Senior Data Analyst,IDLC Asset Management Limited,"Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/senior-data-analyst-at-idlc-asset-management-limited-4413529695,linkedin.com,data analyst,Not Applied,,,2026-05-19
Data Analyst,nextjobz,"Dhaka, Dhaka, Bangladesh",2026-05-05,https://bd.linkedin.com/jobs/view/data-analyst-at-nextjobz-4408159004,linkedin.com,data analyst,Not Applied,,,2026-05-19
Officer (Data Analyst),nextjobz,"Dhaka, Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/officer-data-analyst-at-nextjobz-4406712656,linkedin.com,data analyst,Not Applied,,,2026-05-19
Data Analyst - (For Genex Infosys PLC.) - Job ID - 1484766,Bdjobs.com,"Dhaka, Bangladesh",2026-05-06,https://bd.linkedin.com/jobs/view/data-analyst-for-genex-infosys-plc-job-id-1484766-at-bdjobs-com-4408801108,linkedin.com,data analyst,Not Applied,,,2026-05-19
Data Analyst,Odixcity Consulting,Bangladesh,2026-02-27,https://bd.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4379047865,linkedin.com,data analyst,Not Applied,,,2026-05-19
"Management Trainee, Business Intelligence & Analytics - For Kazi & Kazi Tea Estate Ltd.- Job ID: 1486573",Bdjobs.com,"Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/management-trainee-business-intelligence-analytics-for-kazi-kazi-tea-estate-ltd-job-id-1486573-at-bdjobs-com-4410148355,linkedin.com,data analyst,Not Applied,,,2026-05-19
Sr. Officer / Executive Officer - (Data Analyst) - For Quality Feeds Limited - Job ID: 1480157,Bdjobs.com,"Dhaka, Bangladesh",2026-04-23,https://bd.linkedin.com/jobs/view/sr-officer-executive-officer-data-analyst-for-quality-feeds-limited-job-id-1480157-at-bdjobs-com-4402858297,linkedin.com,data analyst,Not Applied,,,2026-05-19
Officer (Data Analyst)- WINPOWER Group- Job ID:1483181,Bdjobs.com,"Dhaka, Bangladesh",2026-05-03,https://bd.linkedin.com/jobs/view/officer-data-analyst-winpower-group-job-id-1483181-at-bdjobs-com-4407293754,linkedin.com,data analyst,Not Applied,,,2026-05-19
Data Operations Analyst (Bangladesh),Commure,"Dhaka, Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/data-operations-analyst-bangladesh-at-commure-4318293757,linkedin.com,data analyst,Not Applied,,,2026-05-19
Officer (Data Analyst) - (For A reputed garments maufacturer) - Job ID - 1487534,Bdjobs.com,"Chattogram, Bangladesh",2026-05-14,https://bd.linkedin.com/jobs/view/officer-data-analyst-for-a-reputed-garments-maufacturer-job-id-1487534-at-bdjobs-com-4411139148,linkedin.com,data analyst,Not Applied,,,2026-05-19
"Assistant, Business Intelligence - For Gildan-G.A.B. Limited - Job ID: 1480493",Bdjobs.com,"Gulshan, Dhaka, Bangladesh",2026-04-25,https://bd.linkedin.com/jobs/view/assistant-business-intelligence-for-gildan-g-a-b-limited-job-id-1480493-at-bdjobs-com-4404156705,linkedin.com,data analyst,Not Applied,,,2026-05-19
Executive – Business Intelligence,NEXT Ventures,"Dhaka, Dhaka, Bangladesh",2026-03-30,https://bd.linkedin.com/jobs/view/executive-%E2%80%93-business-intelligence-at-next-ventures-4405316039,linkedin.com,data analyst,Not Applied,,,2026-05-19
Data Annotator (Norwegian) | $15/hr Remote,Crossing Hurdles,Bangladesh,2026-05-17,https://bd.linkedin.com/jobs/view/data-annotator-norwegian-%2415-hr-remote-at-crossing-hurdles-4394258465,linkedin.com,data analyst,Not Applied,,,2026-05-19
Academic Data Analyst - (For Averroes International School (Mirpur Branch)) - Job ID - 1488411,Bdjobs.com,"Mirpur, Dhaka, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/academic-data-analyst-for-averroes-international-school-mirpur-branch-job-id-1488411-at-bdjobs-com-4412214700,linkedin.com,data analyst,Not Applied,,,2026-05-19
QA / Data Validation Analyst,TECHNIX TECHNOLOGY,Bangladesh,2025-11-07,https://bd.linkedin.com/jobs/view/qa-data-validation-analyst-at-technix-technology-4334880505,linkedin.com,data analyst,Not Applied,,,2026-05-19
Analyst - Data Solutions (For SEBPO) - Job ID - 1487108,Bdjobs.com,"Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/analyst-data-solutions-for-sebpo-job-id-1487108-at-bdjobs-com-4410128597,linkedin.com,data analyst,Not Applied,,,2026-05-19
Data Operations Analyst (Bangladesh),Athelas,"Dhaka, Dhaka, Bangladesh",2025-10-22,https://bd.linkedin.com/jobs/view/data-operations-analyst-bangladesh-at-athelas-4318296960,linkedin.com,data analyst,Not Applied,,,2026-05-19
Data & Catalog Operations Associate - For Infoloom Systems Ltd. - Job ID: 1487691,Bdjobs.com,"Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/data-catalog-operations-associate-for-infoloom-systems-ltd-job-id-1487691-at-bdjobs-com-4410369638,linkedin.com,data analyst,Not Applied,,,2026-05-19
Business Intelligence & Delivery Specialist,TygrLabs,"Dhaka, Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/business-intelligence-delivery-specialist-at-tygrlabs-4414172548,linkedin.com,data analyst,Not Applied,,,2026-05-19
Operations Analyst (Bangladesh),Commure,"Dhaka, Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/operations-analyst-bangladesh-at-commure-4318297428,linkedin.com,data analyst,Not Applied,,,2026-05-19
"Sr. Officer/ Officer, MIS (AG Foods) - (For AG Agro Industries Ltd.)-Job ID: 1487753",Bdjobs.com,"Gazipur, Dhaka, Bangladesh",2026-05-16,https://bd.linkedin.com/jobs/view/sr-officer-officer-mis-ag-foods-for-ag-agro-industries-ltd-job-id-1487753-at-bdjobs-com-4412082470,linkedin.com,data analyst,Not Applied,,,2026-05-19
Quality Control Associate for Data Training,SME Careers,Bangladesh,2026-04-30,https://bd.linkedin.com/jobs/view/quality-control-associate-for-data-training-at-sme-careers-4399276416,linkedin.com,data analyst,Not Applied,,,2026-05-19
Senior Business Intelligence Analyst,Field Nation,"Dhaka, Dhaka, Bangladesh",2026-04-28,https://bd.linkedin.com/jobs/view/senior-business-intelligence-analyst-at-field-nation-4339374376,linkedin.com,data analyst,Not Applied,,,2026-05-19
Executive / Senior Executive – Supply Chain Analyst,Q Collection,"Gulshan, Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/executive-senior-executive-%E2%80%93-supply-chain-analyst-at-q-collection-4415490957,linkedin.com,data analyst,Not Applied,,,2026-05-19
Operations Analyst (Bangladesh),Athelas,"Dhaka, Dhaka, Bangladesh",2025-10-22,https://bd.linkedin.com/jobs/view/operations-analyst-bangladesh-at-athelas-4318514235,linkedin.com,data analyst,Not Applied,,,2026-05-19
Executive (IT & MIS) (For Hatim Group) - Job ID - 1484522,Bdjobs.com,"Rupganj Upazila, Dhaka, Bangladesh",2026-05-05,https://bd.linkedin.com/jobs/view/executive-it-mis-for-hatim-group-job-id-1484522-at-bdjobs-com-4408177150,linkedin.com,data analyst,Not Applied,,,2026-05-19
Growth Marketing and Data Analytics Specialist- The Premier Bank PLC- Job ID:1487842,Bdjobs.com,"Dhaka, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/growth-marketing-and-data-analytics-specialist-the-premier-bank-plc-job-id-1487842-at-bdjobs-com-4412207971,linkedin.com,data analyst,Not Applied,,,2026-05-19
Business Intelligence Analyst (For Link3 Technologies Limited) - Job ID : 1481793,Bdjobs.com,"Gulshan, Dhaka, Bangladesh",2026-04-27,https://bd.linkedin.com/jobs/view/business-intelligence-analyst-for-link3-technologies-limited-job-id-1481793-at-bdjobs-com-4404676976,linkedin.com,data analyst,Not Applied,,,2026-05-19
Engineer (Data Collection) - For Dewan Nazrul Islam & Co. (Chartered Accountants) - Job ID : 1482288,Bdjobs.com,"Dhaka, Bangladesh",2026-05-04,https://bd.linkedin.com/jobs/view/engineer-data-collection-for-dewan-nazrul-islam-co-chartered-accountants-job-id-1482288-at-bdjobs-com-4407760054,linkedin.com,data analyst,Not Applied,,,2026-05-19
Executive / Senior Executive – Payment Analyst,NEXT Ventures,"Dhaka, Dhaka, Bangladesh",2026-03-30,https://bd.linkedin.com/jobs/view/executive-senior-executive-%E2%80%93-payment-analyst-at-next-ventures-4405309270,linkedin.com,data analyst,Not Applied,,,2026-05-19
Junior Executive/Executive - (Analyst) - For Premier Cement Mills PLC - Job ID: 1487468,Bdjobs.com,"Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/junior-executive-executive-analyst-for-premier-cement-mills-plc-job-id-1487468-at-bdjobs-com-4410387429,linkedin.com,data analyst,Not Applied,,,2026-05-19
Repair & Technical Support Engineer - CCTV & Networking Products - (For Logic Go Limited) - Job ID - 1486830,Bdjobs.com,"Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/repair-technical-support-engineer-cctv-networking-products-for-logic-go-limited-job-id-1486830-at-bdjobs-com-4410148016,linkedin.com,data analyst,Not Applied,,,2026-05-19
Bash/PowerShell Engineer | $18/hr Remote,Crossing Hurdles,Bangladesh,2026-04-29,https://bd.linkedin.com/jobs/view/bash-powershell-engineer-%2418-hr-remote-at-crossing-hurdles-4406977365,linkedin.com,data analyst,Not Applied,,,2026-05-19
Customer Success Operations Analyst,Optimizely,"Dhaka, Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/customer-success-operations-analyst-at-optimizely-4399868090,linkedin.com,data analyst,Not Applied,,,2026-05-19
System Development Engineer  (For Walton Hi-Tech Industries PLC.)-Job ID: 1487912,Bdjobs.com,"Gazipur, Dhaka, Bangladesh",2026-05-16,https://bd.linkedin.com/jobs/view/system-development-engineer-for-walton-hi-tech-industries-plc-job-id-1487912-at-bdjobs-com-4412085243,linkedin.com,data analyst,Not Applied,,,2026-05-19
Sr. Executive- ERP (For A Reputed Garments Accessories Manufacturer) - Job ID : 1486681,Bdjobs.com,"Narayanganj District, Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/sr-executive-erp-for-a-reputed-garments-accessories-manufacturer-job-id-1486681-at-bdjobs-com-4410130438,linkedin.com,data analyst,Not Applied,,,2026-05-19
"Junior Product Designer (Part-Time, Remote)",Micron Infosys,Bangladesh,2026-05-15,https://bd.linkedin.com/jobs/view/junior-product-designer-part-time-remote-at-micron-infosys-4414765441,linkedin.com,UI UX designer,Not Applied,,,2026-05-19
UI/UX Designer - E-commerce Platform- For Farazy Hospital Ltd. - Job ID: 1488563,Bdjobs.com,"Dhaka, Bangladesh",2026-05-17,https://bd.linkedin.com/jobs/view/ui-ux-designer-e-commerce-platform-for-farazy-hospital-ltd-job-id-1488563-at-bdjobs-com-4412232107,linkedin.com,UI UX designer,Not Applied,,,2026-05-19
UI/UX Designer (Graphics Skills Preferred) (For Probashi Palli Group) - Job ID : 1485628,Bdjobs.com,"Dhaka, Bangladesh",2026-05-09,https://bd.linkedin.com/jobs/view/ui-ux-designer-graphics-skills-preferred-for-probashi-palli-group-job-id-1485628-at-bdjobs-com-4411963352,linkedin.com,UI UX designer,Not Applied,,,2026-05-19
Multi-Disciplinary Designer,Big Blue Communications,Bangladesh,2025-08-05,https://bd.linkedin.com/jobs/view/multi-disciplinary-designer-at-big-blue-communications-4280067891,linkedin.com,UI UX designer,Not Applied,,,2026-05-19
"Engineer, QA & QC- For STS Group- Job ID: 1484900",Bdjobs.com,"Dhaka, Bangladesh",2026-05-06,https://bd.linkedin.com/jobs/view/engineer-qa-qc-for-sts-group-job-id-1484900-at-bdjobs-com-4408809537,linkedin.com,QA engineer,Not Applied,,,2026-05-19
QC/QA Engineer (Construction - Green Building Project)- AUKO-TEX GROUP- Job ID:1486418,Bdjobs.com,"Gazipur District, Dhaka, Bangladesh",2026-05-11,https://bd.linkedin.com/jobs/view/qc-qa-engineer-construction-green-building-project-auko-tex-group-job-id-1486418-at-bdjobs-com-4412643716,linkedin.com,QA engineer,Not Applied,,,2026-05-19
SQA Engineer,AKIJ iBOS,"Dhaka, Bangladesh",2026-04-20,https://bd.linkedin.com/jobs/view/sqa-engineer-at-akij-ibos-4404034063,linkedin.com,QA engineer,Not Applied,,,2026-05-19
Testing & Commissioning Engineer - For POWER AID- Job ID: 1486069,Bdjobs.com,"Dhaka, Bangladesh",2026-05-10,https://bd.linkedin.com/jobs/view/testing-commissioning-engineer-for-power-aid-job-id-1486069-at-bdjobs-com-4412369273,linkedin.com,QA engineer,Not Applied,,,2026-05-19
SQA Engineer Intern (Paid Internship) - For Next Page Technology Ltd- Job ID: 1485158,Bdjobs.com,"Dhaka, Bangladesh",2026-05-07,https://bd.linkedin.com/jobs/view/sqa-engineer-intern-paid-internship-for-next-page-technology-ltd-job-id-1485158-at-bdjobs-com-4409269092,linkedin.com,QA engineer,Not Applied,,,2026-05-19
SQA Engineer,nextjobz,"Khulna, Khulna, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/sqa-engineer-at-nextjobz-4398678520,linkedin.com,QA engineer,Not Applied,,,2026-05-19
Senior SQA Engineer,EchoLogyx Ltd,"Dhaka, Bangladesh",2026-05-07,https://bd.linkedin.com/jobs/view/senior-sqa-engineer-at-echologyx-ltd-4410497628,linkedin.com,QA engineer,Not Applied,,,2026-05-19
Project Engineer (Civil)- CSRM Real Estate Ltd.- Job ID:1483435,Bdjobs.com,"Dhaka, Bangladesh",2026-05-05,https://bd.linkedin.com/jobs/view/project-engineer-civil-csrm-real-estate-ltd-job-id-1483435-at-bdjobs-com-4408173085,linkedin.com,QA engineer,Not Applied,,,2026-05-19
Senior Manager - Garment Technology & Quality - For Hirdaramani Bangladesh (Kenpark & Regency)- Job ID: 1489006,Bdjobs.com,"Chattogram, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/senior-manager-garment-technology-quality-for-hirdaramani-bangladesh-kenpark-regency-job-id-1489006-at-bdjobs-com-4412240732,linkedin.com,QA engineer,Not Applied,,,2026-05-19
Junior Network Support Engineer - For Triangle Services Limited - Job ID - 1480908,Bdjobs.com,"Dhaka, Bangladesh",2026-04-26,https://bd.linkedin.com/jobs/view/junior-network-support-engineer-for-triangle-services-limited-job-id-1480908-at-bdjobs-com-4404611723,linkedin.com,network engineer,Not Applied,,,2026-05-19
Technical Support Engineer,Hytera,"Dhaka, Bangladesh",2026-05-11,https://bd.linkedin.com/jobs/view/technical-support-engineer-at-hytera-4412590735,linkedin.com,network engineer,Not Applied,,,2026-05-19
Network & Cyber Security Engineer (For Trustaira Limited) - Job ID - 1487314,Bdjobs.com,"Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/network-cyber-security-engineer-for-trustaira-limited-job-id-1487314-at-bdjobs-com-4410349578,linkedin.com,network engineer,Not Applied,,,2026-05-19
Engineer- (Regional Operations) - For Fiber @ Home Ltd. - Job ID: 1487038,Bdjobs.com,"Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/engineer-regional-operations-for-fiber-%40-home-ltd-job-id-1487038-at-bdjobs-com-4410162190,linkedin.com,network engineer,Not Applied,,,2026-05-19
IT Systems & Network Engineer- Renowned European Company- Job ID:1486919,Bdjobs.com,"Dhaka, Bangladesh",2026-05-12,https://bd.linkedin.com/jobs/view/it-systems-network-engineer-renowned-european-company-job-id-1486919-at-bdjobs-com-4410141414,linkedin.com,network engineer,Not Applied,,,2026-05-19
Nutanix Engineer/ Networking IT Support Engineer,ITproposal,"Dhaka, Dhaka, Bangladesh",2026-04-21,https://bd.linkedin.com/jobs/view/nutanix-engineer-networking-it-support-engineer-at-itproposal-4404529825,linkedin.com,network engineer,Not Applied,,,2026-05-19
Engineer – System service operation,CSL Technologies Ltd,"Dhaka, Dhaka, Bangladesh",2025-10-27,https://bd.linkedin.com/jobs/view/engineer-%E2%80%93-system-service-operation-at-csl-technologies-ltd-4332007434,linkedin.com,network engineer,Not Applied,,,2026-05-19
Sr. System Engineer / NOC (ISP) Operation Manager (For FASTNETBD (ISP)-Job ID: 1486576,Bdjobs.com,"Uttara, Dhaka, Bangladesh",2026-05-11,https://bd.linkedin.com/jobs/view/sr-system-engineer-noc-isp-operation-manager-for-fastnetbd-isp-job-id-1486576-at-bdjobs-com-4412676132,linkedin.com,network engineer,Not Applied,,,2026-05-19
Senior/ Service Engineer (Solar System and Solar IPS) - (For ACI Motors Limited) - Job ID - 1484103,Bdjobs.com,"Tejgaon Industrial Area Thana, Dhaka, Bangladesh",2026-05-05,https://bd.linkedin.com/jobs/view/senior-service-engineer-solar-system-and-solar-ips-for-aci-motors-limited-job-id-1484103-at-bdjobs-com-4408166005,linkedin.com,network engineer,Not Applied,,,2026-05-19
Senior Security Operations Engineer,Field Nation,"Dhaka, Dhaka, Bangladesh",2026-04-30,https://bd.linkedin.com/jobs/view/senior-security-operations-engineer-at-field-nation-4399410167,linkedin.com,network engineer,Not Applied,,,2026-05-19
Performance and Systems Engineer,TECHNIX TECHNOLOGY,Bangladesh,2025-04-11,https://bd.linkedin.com/jobs/view/performance-and-systems-engineer-at-technix-technology-4208243327,linkedin.com,network engineer,Not Applied,,,2026-05-19
"Sr./Sales Engineer (Solar System, Solar IPS, Hybrid Solar Solution) - (For ACI Motors Limited)-Job ID: 1484402",Bdjobs.com,"Dhaka, Bangladesh",2026-05-05,https://bd.linkedin.com/jobs/view/sr-sales-engineer-solar-system-solar-ips-hybrid-solar-solution-for-aci-motors-limited-job-id-1484402-at-bdjobs-com-4408179269,linkedin.com,network engineer,Not Applied,,,2026-05-19
Civil Engineer for Technical Support,Premier Cement Mills PLC,"Dhaka, Bangladesh",2026-05-07,https://bd.linkedin.com/jobs/view/civil-engineer-for-technical-support-at-premier-cement-mills-plc-4411476059,linkedin.com,network engineer,Not Applied,,,2026-05-19
Deputy Resident Engineer - ElectroMechanical (Fire Fighting System) - For Concord Group - Job ID : 1487861,Bdjobs.com,"Dhaka, Bangladesh",2026-05-16,https://bd.linkedin.com/jobs/view/deputy-resident-engineer-electromechanical-fire-fighting-system-for-concord-group-job-id-1487861-at-bdjobs-com-4412071939,linkedin.com,network engineer,Not Applied,,,2026-05-19
Diploma Engineer (Mechanical/EEE/Electrical) - (For Techno HVAC System Ltd.)-Job ID: 1485991,Bdjobs.com,"Dhaka, Bangladesh",2026-05-10,https://bd.linkedin.com/jobs/view/diploma-engineer-mechanical-eee-electrical-for-techno-hvac-system-ltd-job-id-1485991-at-bdjobs-com-4412366676,linkedin.com,network engineer,Not Applied,,,2026-05-19
Site Engineer (For Metal Building Systems Ltd.) - Job ID : 1483260,Bdjobs.com,"Dhaka, Bangladesh",2026-05-03,https://bd.linkedin.com/jobs/view/site-engineer-for-metal-building-systems-ltd-job-id-1483260-at-bdjobs-com-4407298805,linkedin.com,network engineer,Not Applied,,,2026-05-19
CMS APPLICATION ENGINEER (CAMPAIGN MANAGEMENT SYSTEM),MIAKI,"Dhaka, Dhaka, Bangladesh",2025-10-09,https://bd.linkedin.com/jobs/view/cms-application-engineer-campaign-management-system-at-miaki-4312764087,linkedin.com,network engineer,Not Applied,,,2026-05-19
"Mechanical Engineer (HVAC, VRF AC, Fire Protection & Detection System) - For BURO Bangladesh - Job ID: 1486056",Bdjobs.com,"Dhaka, Bangladesh",2026-05-10,https://bd.linkedin.com/jobs/view/mechanical-engineer-hvac-vrf-ac-fire-protection-detection-system-for-buro-bangladesh-job-id-1486056-at-bdjobs-com-4412375546,linkedin.com,network engineer,Not Applied,,,2026-05-19
Engineer - HVAC (Mechanical / EEE / Electrical) (For Techno HVAC System Ltd.) - Job ID - 1485859,Bdjobs.com,"Dhaka, Bangladesh",2026-05-10,https://bd.linkedin.com/jobs/view/engineer-hvac-mechanical-eee-electrical-for-techno-hvac-system-ltd-job-id-1485859-at-bdjobs-com-4412371008,linkedin.com,network engineer,Not Applied,,,2026-05-19
Sales Executive (SE)- For SRBS Admixture and Paint Company- Job ID: 1481346,Bdjobs.com,"Comilla, Chattogram, Bangladesh",2026-04-27,https://bd.linkedin.com/jobs/view/sales-executive-se-for-srbs-admixture-and-paint-company-job-id-1481346-at-bdjobs-com-4404680238,linkedin.com,network engineer,Not Applied,,,2026-05-19
Engineer – Network service operation,CSL Technologies Ltd,"Dhaka, Dhaka, Bangladesh",2025-10-27,https://bd.linkedin.com/jobs/view/engineer-%E2%80%93-network-service-operation-at-csl-technologies-ltd-4332002566,linkedin.com,network engineer,Not Applied,,,2026-05-19
System & Network Admin,Aga Khan Academy Mombasa,Bangladesh,2026-04-29,https://bd.linkedin.com/jobs/view/system-network-admin-at-aga-khan-academy-mombasa-4408290498,linkedin.com,network engineer,Not Applied,,,2026-05-19
Information Technology Technician,Munshi HR Solutions Limited,"Savar, Dhaka, Bangladesh",2026-04-26,https://bd.linkedin.com/jobs/view/information-technology-technician-at-munshi-hr-solutions-limited-4407106726,linkedin.com,network engineer,Not Applied,,,2026-05-19
IT Infra Technician,nextjobz,"Savar Cantonment, Dhaka, Bangladesh",2026-05-18,https://bd.linkedin.com/jobs/view/it-infra-technician-at-nextjobz-4404675766,linkedin.com,network engineer,Not Applied,,,2026-05-19
Maintenance/IT Officer,ASMI Super shop,"Dhaka, Bangladesh",2026-05-07,https://www.linkedin.com/jobs/search/?keywords=network%20engineer&location=Bangladesh&start=25,linkedin.com,network engineer,Not Applied,,,2026-05-19
"Operations Engineer, Corporate IT",Field Nation,"Dhaka, Dhaka, Bangladesh",2026-05-07,https://bd.linkedin.com/jobs/view/operations-engineer-corporate-it-at-field-nation-4390365244,linkedin.com,network engineer,Not Applied,,,2026-05-19
Support Engineer- ISP NOC (For InComIT Solution Ltd.) - Job ID : 1484538,Bdjobs.com,"Gulshan, Dhaka, Bangladesh",2026-05-05,https://bd.linkedin.com/jobs/view/support-engineer-isp-noc-for-incomit-solution-ltd-job-id-1484538-at-bdjobs-com-4408176135,linkedin.com,network engineer,Not Applied,,,2026-05-19
NOC Engineer (For Mush Tech Inc Canada Base IT company)-Job ID: 1483278,Bdjobs.com,"Mirpur, Dhaka, Bangladesh",2026-05-02,https://bd.linkedin.com/jobs/view/noc-engineer-for-mush-tech-inc-canada-base-it-company-job-id-1483278-at-bdjobs-com-4407263269,linkedin.com,network engineer,Not Applied,,,2026-05-19
IT Support & Network Specialist - For Apex Data Management & IT Ltd- Job ID: 1487597,Bdjobs.com,"Dhaka, Bangladesh",2026-05-14,https://bd.linkedin.com/jobs/view/it-support-network-specialist-for-apex-data-management-it-ltd-job-id-1487597-at-bdjobs-com-4411151094,linkedin.com,network engineer,Not Applied,,,2026-05-19
Officer (IT) - ForAkij Printing & Packages Ltd.- Job ID: 1483415,Bdjobs.com,"Gazipur, Dhaka, Bangladesh",2026-05-03,https://bd.linkedin.com/jobs/view/officer-it-forakij-printing-packages-ltd-job-id-1483415-at-bdjobs-com-4407290802,linkedin.com,network engineer,Not Applied,,,2026-05-19
IT Infrastructure Engineer - Hybrid - (For Info Stream) - Job ID - 1487277,Bdjobs.com,"Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/it-infrastructure-engineer-hybrid-for-info-stream-job-id-1487277-at-bdjobs-com-4410351376,linkedin.com,network engineer,Not Applied,,,2026-05-19
Home Support Engineer (For Cyber Net Communications) - Job ID : 1484596,Bdjobs.com,"Savar Upazila, Dhaka, Bangladesh",2026-05-07,https://bd.linkedin.com/jobs/view/home-support-engineer-for-cyber-net-communications-job-id-1484596-at-bdjobs-com-4409242452,linkedin.com,network engineer,Not Applied,,,2026-05-19
IT Infra Technician - For Munshi HR Solutions Ltd. - Job ID: 1481758,Bdjobs.com,"Savar, Dhaka, Bangladesh",2026-04-28,https://bd.linkedin.com/jobs/view/it-infra-technician-for-munshi-hr-solutions-ltd-job-id-1481758-at-bdjobs-com-4405198416,linkedin.com,network engineer,Not Applied,,,2026-05-19
Sr. Executive (NOC) - (For Regiment Technologies)-Job ID: 1474523,Bdjobs.com,"Dhaka, Bangladesh",2026-05-03,https://bd.linkedin.com/jobs/view/sr-executive-noc-for-regiment-technologies-job-id-1474523-at-bdjobs-com-4407705053,linkedin.com,network engineer,Not Applied,,,2026-05-19
Engineer - For Communications Technology Ltd - Job ID: 1487646,Bdjobs.com,"Dhaka, Bangladesh",2026-05-13,https://bd.linkedin.com/jobs/view/engineer-for-communications-technology-ltd-job-id-1487646-at-bdjobs-com-4410351804,linkedin.com,network engineer,Not Applied,,,2026-05-19
